RecipeId,Name,RecipeCategory,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,CookTime,PrepTime,TotalTime,Review_Class,IngredientsCount,minimum_rating,maximum_rating,mean_of_rating
218952,Red River Pumpernickel Bread,Breads,5.0,6.0,56.0,0.2,0.0,0.0,308.0,13.3,0.8,5.9,1.0,16.0,120,10,130,average,5,4.0,5.0,4.666666666666667
153204,Amusement Park Cornbread,Quick Breads,5.0,8.0,334.2,11.1,6.3,78.9,523.4,51.8,1.7,17.0,7.2,8.0,20,10,30,average,9,4.0,5.0,4.75
296282,Simon's Pumpkin Bread Pudding,Bread Pudding,5.0,14.0,309.3,11.2,6.1,97.6,236.5,47.2,4.0,25.6,6.3,10.0,300,10,310,average,12,0.0,5.0,4.5
195256,Hearts Delight Eclair - Made With Puff Pastry Sheets,Dessert,4.5,6.0,523.3,35.0,15.8,62.9,321.9,48.1,1.0,25.2,6.1,12.0,15,30,45,average,7,0.0,5.0,2.6
106625,Mexicali Round Steak,Steak,4.0,6.0,282.9,5.1,1.7,64.6,699.3,27.5,7.5,4.6,33.2,6.0,540,10,550,average,9,2.0,5.0,4.0
305859,Thai Eggplant Sandwich,Lunch/Snacks,5.0,5.0,204.5,8.9,1.3,0.0,139.6,29.2,5.8,11.3,4.8,6.0,5,60,65,average,11,5.0,5.0,5.0
138637,Deutsche Pilzsuppe (German Mushroom Soup),Vegetable,5.0,7.0,242.1,19.9,12.3,60.0,95.8,11.5,0.7,1.1,6.0,4.0,0,25,25,average,7,0.0,5.0,4.0
208028,Crock Pot Cheesy Spinach Casserole,Spinach,5.0,9.0,346.9,24.5,14.1,116.7,636.3,12.8,3.8,4.3,21.1,8.0,300,10,310,average,9,1.0,5.0,4.5555555555555545
310073,Veggie Oat Burger,Lunch/Snacks,5.0,5.0,143.4,4.8,0.8,0.0,13.0,19.0,3.0,1.2,7.4,8.0,40,20,60,average,15,0.0,5.0,4.0
59633,Chili's Monterey Chicken,Chicken Breast,5.0,41.0,342.2,18.3,8.2,118.3,746.8,4.2,0.1,2.9,37.9,1.0,10,5,15,average,4,0.0,5.0,4.7
18973,Persian Rice,Potato,4.5,18.0,311.5,11.9,7.4,30.5,408.2,46.3,1.8,0.5,4.5,8.0,45,25,70,average,5,0.0,5.0,3.4117647058823533
19046,Tasty Home Fries,Potato,5.0,14.0,174.9,4.8,0.7,0.0,592.0,30.9,4.2,2.9,3.5,4.0,30,15,45,average,5,0.0,5.0,4.3076923076923075
311780,Mashed Potato Muffins,Potato,4.5,12.0,138.8,7.3,4.2,50.4,154.3,14.3,1.7,1.1,4.6,6.0,55,15,70,average,8,4.0,5.0,4.5
88222,Best Sour Cream Pound Cake In the World,Dessert,5.0,21.0,311.5,13.2,7.7,86.4,128.3,44.8,0.5,30.5,4.2,20.0,90,30,120,average,7,0.0,5.0,4.095238095238095
145671,Spiced Coffee,Beverages,5.0,11.0,17.6,0.0,0.0,0.0,1.9,4.5,0.0,4.4,0.0,1.0,0,8,8,average,5,3.0,5.0,4.8
239332,Pizza Butter,Vegetable,5.0,8.0,70.7,7.3,4.3,20.3,126.3,0.5,0.1,0.2,1.0,16.0,0,5,5,average,5,5.0,5.0,5.0
111910,Ruskie Pierogi (Pierogi With Cheese &amp; Potato Filling),One Dish Meal,4.0,8.0,550.1,16.7,8.7,166.9,752.6,79.7,4.7,6.5,19.6,4.0,15,30,45,average,14,1.0,5.0,3.75
82767,Sweet and Spicy Glazed Pork Cubes,Pork,5.0,5.0,255.2,14.9,5.0,71.4,131.4,6.3,0.4,4.0,22.9,8.0,60,10,70,average,9,4.0,5.0,4.6
218837,Oatmeal Chocolate Bar Cookies,Bar Cookie,5.0,6.0,161.0,10.0,6.0,23.9,59.9,18.4,2.1,8.9,2.7,36.0,20,15,35,average,11,5.0,5.0,5.0
49010,Wild Rice with Cranberries & Pecans,Rice,5.0,5.0,250.6,13.1,1.5,0.0,167.0,30.2,6.3,2.7,5.9,8.0,40,30,70,average,16,5.0,5.0,5.0
54370,Cheap &amp; Easy Taco Bake,One Dish Meal,4.5,12.0,414.4,21.7,9.6,77.6,908.6,29.1,5.4,4.9,25.5,6.0,25,15,40,average,6,3.0,5.0,4.454545454545454
444495,Clam Dip For A Party,< 15 Mins,4.0,8.0,181.4,15.6,8.8,53.0,489.7,5.0,0.0,2.8,5.7,8.0,0,15,15,average,6,0.0,5.0,3.0
74119,"Frittata with Asparagus, Tomato, and Fontina",Breakfast,5.0,10.0,197.8,15.4,7.0,214.5,407.2,3.9,1.4,1.7,11.6,6.0,10,15,25,average,9,0.0,5.0,4.4
348408,Creamy Caramel Hot Apple Cider for a Chilly Night,Beverages,5.0,5.0,6.2,0.0,0.0,0.0,33.7,1.1,0.2,0.1,0.0,2.0,5,5,10,average,5,3.0,5.0,4.6
332054,Cold Tamer Tea,Homeopathy/Remedies,5.0,5.0,2.0,0.0,0.0,0.0,7.3,0.5,0.0,0.1,0.0,4.0,10,5,15,average,4,4.0,5.0,4.6
240985,Hearty Vegetable and Lentil Soup,Yam/Sweet Potato,5.0,9.0,222.3,4.0,0.9,2.0,114.1,36.6,6.1,6.4,11.6,6.0,40,25,65,average,12,4.0,5.0,4.777777777777779
285615,Oatmeal Cookies With Raisins and Cranberries,Dessert,4.5,5.0,122.2,6.0,2.7,19.0,83.1,15.9,1.0,8.5,2.0,48.0,60,10,70,good,14,0.0,5.0,3.75
84316,Crustless Zucchini and Tomato Quiche,< 4 Hours,4.0,6.0,145.4,10.9,4.6,97.3,272.9,4.7,0.8,1.8,7.5,8.0,45,20,65,average,11,3.0,5.0,4.0
29765,"Spinach, Apple and Pecan Salad",Apple,5.0,76.0,247.2,20.5,2.3,0.0,401.9,15.7,4.6,9.2,4.1,4.0,0,10,10,average,10,0.0,5.0,4.647887323943662
320607,Desperate Housewives Secret Lemon Meringue Pie,Pie,4.0,5.0,359.2,15.8,6.6,89.7,285.1,49.3,1.0,30.1,5.8,8.0,240,35,275,average,11,0.0,5.0,2.2
109721,Spaetzels,European,5.0,5.0,317.8,14.5,8.1,136.2,745.6,38.1,1.6,1.2,8.3,4.0,30,10,40,average,7,0.0,5.0,3.5
41320,Southern Collard Greens,One Dish Meal,5.0,5.0,45.5,0.4,0.1,0.0,18.3,9.1,3.4,2.6,2.7,6.0,120,10,130,average,4,0.0,5.0,4.0
285804,Carrot Oatmeal Muffins,Quick Breads,4.0,6.0,180.6,6.3,1.3,20.5,162.7,27.2,1.3,9.3,3.9,12.0,20,10,30,average,11,3.0,5.0,4.0
269778,Baked Baby Roma Tomatoes,Vegetable,5.0,9.0,63.7,3.8,0.5,0.0,9.5,7.3,2.3,4.9,1.7,4.0,30,10,40,average,4,5.0,5.0,5.0
14945,Creole Chicken,Chicken,5.0,8.0,607.7,27.5,7.6,127.6,137.6,51.2,3.3,5.2,36.8,4.0,15,15,30,average,15,4.0,5.0,4.625
279301,Creamy Vodkanilla,Beverages,4.0,8.0,159.5,4.5,2.8,17.1,60.5,6.2,0.0,0.5,4.0,1.0,0,5,5,average,3,2.0,5.0,3.8571428571428568
372741,Dirty Rice With Sausage and Shrimp,One Dish Meal,5.0,5.0,619.1,32.8,9.7,77.1,1235.4,53.3,3.7,7.0,27.4,4.0,55,10,65,average,14,4.0,5.0,4.8
223459,Ken Schrader's Chicken Spaghetti,One Dish Meal,5.0,5.0,470.8,24.1,12.4,110.4,1041.2,30.1,1.5,6.3,32.3,16.0,0,30,30,average,8,4.0,5.0,4.8
253705,Zucchini Chocolate Chip Cookies,Drop Cookies,5.0,5.0,175.2,8.5,5.0,17.9,90.9,25.3,1.6,16.3,2.2,24.0,10,20,30,average,13,0.0,5.0,3.8
78029,Lentil-Grain Burgers My Kids Will Eat!,Lunch/Snacks,4.0,14.0,91.2,0.5,0.1,0.0,157.7,18.0,4.5,0.9,3.9,12.0,15,60,75,average,12,0.0,5.0,3.3571428571428568
141632,Chipotle Mashed Sweet Potatoes,Yam/Sweet Potato,5.0,8.0,233.6,6.1,3.8,17.1,344.2,43.2,4.4,19.4,2.8,8.0,20,30,50,average,8,0.0,5.0,4.375
217378,Slow Cooker Steak Fajitas,One Dish Meal,4.0,6.0,269.8,11.2,4.5,57.8,567.2,9.2,2.4,3.7,32.8,4.0,300,20,320,average,13,2.0,5.0,3.8333333333333335
278278,Very Simple Blueberry Muffins,Quick Breads,4.5,52.0,153.4,5.0,0.7,0.0,262.6,25.6,0.9,12.7,2.2,12.0,30,5,35,average,6,0.0,5.0,3.5576923076923075
94900,Scallop Bisque,Egg Free,5.0,8.0,271.2,14.0,8.3,77.5,449.9,11.9,0.2,0.1,23.7,4.0,30,10,40,average,9,0.0,5.0,4.25
23081,"Fun ""Greek style"" pasta salad",Greek,5.0,5.0,413.8,39.2,12.2,50.5,929.3,8.4,1.1,4.8,9.2,4.0,10,15,25,average,10,0.0,5.0,3.75
63684,Roasted Parmesan Potatoes,Potato,5.0,13.0,214.0,4.8,1.2,3.3,652.2,38.2,5.0,1.8,5.9,4.0,25,15,40,average,7,0.0,5.0,4.538461538461538
220537,Bruschetta for One or Two,Breads,5.0,6.0,188.8,9.8,4.3,21.0,543.0,16.3,1.2,3.5,9.0,1.0,2,5,7,average,3,5.0,5.0,5.0
29569,Fluffy Lemon Cheesecake Squares,Cheesecake,5.0,57.0,323.2,17.7,10.0,49.4,258.8,37.8,0.4,27.8,4.7,12.0,0,30,30,average,8,0.0,5.0,4.543859649122807
51785,Broccoli With Artichoke Hearts,Vegetable,5.0,11.0,85.5,1.3,0.2,0.0,76.5,16.9,7.7,3.2,5.7,4.0,10,5,15,average,5,4.0,5.0,4.545454545454546
448509,Maple Bacon Cookie Dough Truffles,For Large Groups,5.0,6.0,97.3,3.9,2.2,10.4,75.3,14.2,0.2,9.6,1.6,42.0,20,120,140,average,6,4.0,5.0,4.833333333333333
234829,Mexican Hot Chocolate,Beverages,5.0,10.0,178.8,7.9,4.8,27.1,120.3,21.5,2.1,18.4,6.5,1.0,0,5,5,average,4,4.0,5.0,4.9
206111,Neatloaf --- (Vegetarian &quot;fake&quot; Meatloaf),Soy/Tofu,4.5,9.0,442.5,20.9,4.7,131.3,919.4,43.6,4.1,16.8,23.8,6.0,60,15,75,average,15,0.0,5.0,3.0
322917,American Sandwich Bread,Yeast Breads,5.0,13.0,238.1,4.8,2.7,11.6,487.9,42.5,1.5,6.5,6.0,10.0,45,90,135,average,8,0.0,5.0,3.2307692307692317
17600,Karl's Favorite Cucumbers,Vegetable,5.0,25.0,40.6,0.2,0.1,0.0,587.5,8.5,1.3,3.8,1.3,4.0,0,5,5,average,6,0.0,5.0,4.64
75437,Potent Punch,Punch Beverage,5.0,15.0,76.1,0.3,0.1,0.0,11.8,18.9,0.5,9.9,0.2,25.0,5,3,8,average,2,4.0,5.0,4.866666666666666
147326,Thai Tofu and Squash Curry,Soy/Tofu,5.0,32.0,198.0,8.0,1.3,0.0,820.1,26.4,4.9,8.1,10.1,6.0,15,30,45,average,14,0.0,5.0,4.633333333333334
37935,Spicy Potato Wedges with Ranch,Lunch/Snacks,5.0,12.0,351.7,20.3,3.0,8.1,299.9,38.5,4.8,2.8,4.7,1.0,35,5,40,average,4,4.0,5.0,4.727272727272728
68756,The Best Twice Baked Potatoes,Potato,5.0,30.0,261.2,18.7,10.5,47.8,376.8,17.5,1.8,1.8,6.9,8.0,60,25,85,average,11,0.0,5.0,4.566666666666666
204989,Creamy Noodles,Spaghetti,4.5,9.0,282.3,14.0,8.1,40.3,446.3,30.9,1.3,2.0,8.2,6.0,0,15,15,average,10,3.0,5.0,4.4444444444444455
32656,Flourless Chocolate Cake,Dessert,4.5,5.0,203.0,14.0,8.1,136.2,36.6,16.9,0.0,16.9,3.3,12.0,35,10,45,average,5,2.0,5.0,4.2
169623,More Green Than Usual Salad,Low Protein,5.0,6.0,50.0,2.0,0.3,0.0,11.9,7.1,2.6,3.2,2.1,16.0,5,15,20,average,11,5.0,5.0,5.0
234292,The Monk,Beverages,5.0,6.0,54.3,3.0,1.8,11.9,21.6,6.4,0.2,5.7,0.9,4.0,0,5,5,average,1,5.0,5.0,5.0
207989,Chinese Chicken Salad,Chicken Breast,5.0,10.0,430.3,26.9,4.2,59.2,1208.9,25.6,3.7,12.8,24.1,6.0,60,45,105,average,14,4.0,5.0,4.9
473705,Straight from Freezer to the Oven Chicken Thighs With Rosemary,Chicken Thigh & Leg,5.0,7.0,117.3,6.5,3.1,67.5,93.2,0.4,0.0,0.1,13.6,3.0,60,1,61,average,4,0.0,5.0,3.333333333333333
168374,Beef Barley Skillet,One Dish Meal,5.0,14.0,251.5,9.2,3.5,38.6,958.6,27.2,6.5,6.1,14.8,6.0,35,5,40,average,13,0.0,5.0,4.142857142857143
130479,Ww 4 Points - Baked Potato Skins,Potato,5.0,5.0,198.7,0.6,0.2,1.4,98.2,44.4,6.1,5.4,5.9,4.0,60,20,80,average,8,4.0,5.0,4.8
212399,Smoky Almond Chicken,Chicken Breast,5.0,6.0,293.6,13.2,2.4,74.3,438.7,11.2,2.6,2.4,32.6,4.0,15,15,30,average,4,0.0,5.0,4.166666666666667
135477,Old Bay Spicy Shrimp Scampi,Spaghetti,5.0,24.0,385.6,12.2,1.7,143.2,650.4,44.7,2.1,1.8,23.0,4.0,5,20,25,average,8,0.0,5.0,4.44
134360,Upper Crust Potatoes,Potato,5.0,15.0,456.1,30.6,18.9,103.1,288.9,36.5,4.0,1.8,10.8,8.0,75,15,90,average,14,0.0,5.0,3.8
83436,Caesar Salad Dressing,Salad Dressings,5.0,29.0,367.0,29.0,7.9,117.6,1219.3,13.8,7.0,4.4,16.4,4.0,0,10,10,average,13,0.0,5.0,3.851851851851852
4762,20-Minute Chicken Creole,Chicken Breast,5.0,20.0,228.2,7.4,2.0,46.4,1215.1,22.3,4.0,5.1,18.6,4.0,0,0,0,average,11,4.0,5.0,4.764705882352942
78085,Eggplant (Aubergine) Parmesan,Vegetable,5.0,5.0,415.6,20.7,11.1,106.1,1115.1,30.7,7.0,12.4,29.0,10.0,120,60,180,average,12,5.0,5.0,5.0
22049,Crescent Wrapped Brie,Spreads,5.0,9.0,127.3,6.8,3.7,43.9,211.9,10.0,0.7,0.9,6.2,12.0,20,20,40,good,1,0.0,5.0,4.333333333333333
168,Anzac Biscuits,< 30 Mins,5.0,32.0,199.4,10.4,6.8,22.3,143.4,25.0,1.5,10.9,2.2,12.0,15,10,25,average,7,0.0,5.0,4.375
115633,Breakfast Cereal Muffins,Quick Breads,4.0,21.0,129.6,5.4,1.0,16.9,297.3,19.0,0.3,10.3,2.0,12.0,20,10,30,average,7,0.0,5.0,3.8095238095238084
82262,Yakisoba,One Dish Meal,5.0,69.0,438.3,21.6,5.4,91.9,1448.8,18.6,3.5,10.1,37.3,4.0,35,15,50,average,9,0.0,5.0,4.2615384615384615
265899,Lava Flow (Non-Alcoholic),Smoothies,5.0,6.0,394.8,24.9,16.0,75.4,61.0,41.8,3.2,26.8,4.7,1.0,0,5,5,average,3,4.0,5.0,4.833333333333333
213987,Vidalia Onion &amp; Shallot  Double Cheese Muffins,Breads,5.0,10.0,156.3,9.5,5.0,35.5,307.6,12.4,0.5,3.2,5.3,12.0,20,15,35,average,9,4.0,5.0,4.9
133655,Memories of Provence Wheat Loaf,Yeast Breads,5.0,6.0,215.0,6.5,0.9,0.0,438.2,34.0,2.3,0.1,5.2,12.0,180,30,210,average,7,5.0,5.0,5.0
200988,Japanese White Sauce-Sakura Sauce,Sauces,5.0,15.0,318.8,27.4,5.4,26.7,558.9,19.2,0.1,5.9,0.8,4.0,0,10,10,average,8,0.0,5.0,3.7692307692307687
179859,Hot Party Pizza Dip,< 30 Mins,5.0,12.0,142.2,12.6,6.7,38.4,223.8,2.7,0.3,1.4,4.8,12.0,15,15,30,average,7,5.0,5.0,5.0
324518,Cumin-Marinated Cauliflower and Carrot Salad,Cauliflower,5.0,7.0,227.1,18.8,2.5,0.0,387.4,14.4,5.0,6.4,3.5,4.0,5,15,20,average,6,0.0,5.0,4.142857142857143
380357,Shredded Wheat Cookies,Drop Cookies,5.0,9.0,96.2,4.4,2.7,19.2,91.0,13.4,0.2,9.2,0.9,48.0,60,30,90,average,9,0.0,5.0,4.111111111111111
456889,Rosemary Potatoes,European,5.0,6.0,290.5,17.1,2.4,0.0,32.7,32.2,4.8,2.3,3.5,4.0,60,15,75,average,4,5.0,5.0,5.0
34716,Ramen Fried &quot; Rice&quot;,Lunch/Snacks,5.0,79.0,97.1,7.0,1.5,93.0,307.5,4.1,1.2,1.4,4.8,4.0,5,5,10,average,7,0.0,5.0,4.526315789473684
52959,Herb-Roasted Chicken with Vegetables,Whole Chicken,5.0,5.0,633.2,35.8,9.6,122.2,311.1,43.3,6.6,6.6,34.7,7.0,180,30,210,average,16,0.0,5.0,3.8
220475,Peanut Butter Noodles,Spaghetti,4.5,10.0,377.8,11.6,2.1,0.0,909.6,55.3,3.7,10.0,15.2,4.0,10,10,20,average,9,0.0,5.0,4.0
189444,Cherry Cheese Bars,Bar Cookie,5.0,10.0,163.6,10.4,4.5,25.6,46.0,15.7,0.6,6.9,2.4,36.0,45,30,75,average,10,0.0,5.0,4.3
22513,Italian Ground Beef Dinner,One Dish Meal,5.0,25.0,225.4,13.2,5.4,55.8,728.1,8.8,1.6,3.8,17.8,6.0,17,10,27,average,9,3.0,5.0,4.6
229278,Caribbean Mini Banana and Pineapple Curry,Chicken,5.0,8.0,287.1,7.2,1.1,57.1,521.8,35.0,3.9,18.3,22.1,4.0,30,10,40,average,14,4.0,5.0,4.857142857142857
390844,Saudi Tahini &amp; Tomato Chicken,Stew,5.0,6.0,389.0,23.0,5.2,92.8,170.3,12.7,3.3,5.8,33.2,3.0,35,15,50,average,18,0.0,5.0,4.166666666666667
60701,Romantic Rosemary or Lavender Bread,Yeast Breads,4.5,5.0,192.8,4.2,0.7,0.5,479.6,33.1,1.4,0.7,5.0,20.0,75,180,255,average,11,0.0,5.0,3.6
249410,Healthy Snickerdoodles,Dessert,5.0,6.0,128.7,4.0,2.5,10.2,79.7,22.3,0.6,14.3,1.5,12.0,6,0,6,average,11,5.0,5.0,5.0
86396,Easy Skillet Creamed Spinach,Spinach,5.0,5.0,113.2,9.8,5.6,27.5,116.3,3.7,1.1,0.7,3.6,6.0,10,5,15,average,7,4.0,5.0,4.6
125506,Fruit Loop Rice Krispies Treats,Bar Cookie,5.0,12.0,144.1,4.2,2.6,10.2,115.3,26.7,0.7,14.4,1.2,24.0,10,5,15,average,3,0.0,5.0,3.6666666666666665
454916,Italian Sausage Banh Mi (Vietnamese Sub Sandwich),< 30 Mins,5.0,6.0,458.2,29.4,9.8,61.0,1296.8,21.5,1.6,4.5,26.8,4.0,20,10,30,average,9,0.0,5.0,3.8333333333333335
53192,Smoked Turkey Sausage With Pasta,Lunch/Snacks,5.0,18.0,169.2,6.5,1.4,25.0,412.0,18.9,1.7,3.6,9.4,6.0,20,5,25,average,7,0.0,5.0,4.2777777777777795
109473,Rosemary Chicken Breasts &amp; Brown Butter Balsamic Ravioli,One Dish Meal,5.0,11.0,176.7,16.8,7.3,26.5,167.3,4.1,0.2,2.5,2.4,4.0,30,60,90,average,9,0.0,5.0,4.2727272727272725
182317,Julie's Spam Spread,Lunch/Snacks,4.5,12.0,301.9,25.5,9.1,152.1,1181.2,3.5,0.1,0.6,14.3,4.0,0,5,5,average,3,3.0,5.0,4.5
12199,Cranberry Bars,Dessert,5.0,87.0,276.1,11.6,5.5,51.3,148.7,40.6,1.7,26.0,3.8,12.0,45,15,60,average,7,0.0,5.0,4.476744186046512
85853,Mattar Paneer,Vegetable,5.0,37.0,119.1,8.6,2.9,13.6,13.6,9.1,2.6,3.9,2.6,6.0,30,20,50,average,19,0.0,5.0,4.621621621621622
179498,Seared Tuna Steak W/Wasabi-Green Onion Mayo,Tuna,5.0,11.0,424.8,18.9,5.2,97.5,801.3,6.1,0.2,2.9,54.4,4.0,10,20,30,average,8,0.0,5.0,4.545454545454546
105304,Pumpkin Angel Food Cake,Dessert,5.0,21.0,228.7,5.0,4.2,0.0,213.6,43.0,0.3,23.7,4.4,12.0,45,10,55,average,3,0.0,5.0,4.478260869565218
101798,Mimi's Whoopie Pie Filled Chocolate Cupcakes,Dessert,5.0,19.0,264.0,13.5,3.1,16.9,138.0,33.7,0.8,23.1,2.7,26.0,20,40,60,average,14,0.0,5.0,4.1578947368421035
89520,Slow   Cooker   Tangy   Ribs,Pork,5.0,6.0,184.7,9.6,1.8,15.2,960.9,21.7,0.5,18.8,4.0,3.0,300,15,315,average,10,4.0,5.0,4.833333333333333
396839,Caramelized Cajun Chicken,Chicken Breast,5.0,8.0,275.6,13.4,3.9,92.8,93.3,6.8,0.0,6.7,30.2,4.0,8,10,18,average,3,0.0,5.0,4.0
101339,"Tomato, Basil, & American Cheese Sandwich",Lunch/Snacks,5.0,12.0,338.7,17.1,7.6,31.0,857.9,34.0,1.7,4.2,12.7,1.0,0,5,5,average,4,5.0,5.0,5.0
455980,Arepas,Breads,5.0,6.0,323.4,17.5,8.7,38.6,470.9,35.1,3.2,0.3,9.3,4.0,20,10,30,average,6,0.0,5.0,4.166666666666667
147958,Fay's Green Chile Stew  (Chile Verde),Stew,5.0,6.0,648.6,41.5,13.0,152.0,144.3,22.2,4.6,12.0,47.4,4.0,90,25,115,average,7,5.0,5.0,5.0
51183,Shrimp Fried Rice,Rice,5.0,25.0,215.1,6.7,1.2,101.9,706.6,28.1,0.6,0.4,9.7,6.0,20,20,40,average,6,3.0,5.0,4.72
203033,Quick &amp; Easy Pork Chops,Pork,5.0,9.0,475.7,25.7,7.9,146.5,1130.6,14.3,0.5,4.5,44.3,4.0,30,5,35,average,1,4.0,5.0,4.5555555555555545
47661,microwave risotto,Short Grain Rice,4.0,17.0,224.4,9.4,3.4,10.2,532.5,28.2,1.2,1.0,5.6,6.0,25,5,30,average,7,1.0,5.0,4.0
31635,The Tartar Sauce,Sauces,5.0,5.0,0.7,0.0,0.0,0.0,30.1,0.1,0.1,0.0,0.0,10.0,0,5,5,average,5,4.0,5.0,4.6
170023,Mexican Tamales,Pork,5.0,20.0,361.1,17.6,4.9,86.9,396.7,19.9,2.8,1.6,31.2,18.0,45,60,105,average,11,0.0,5.0,4.45
86343,Frosted Cauliflower,Cauliflower,5.0,47.0,158.9,11.6,4.0,19.9,372.2,9.8,2.0,3.2,5.7,6.0,15,10,25,average,5,0.0,5.0,4.456521739130435
45609,Mean's Dutch Babies,Breakfast,5.0,104.0,338.3,18.8,10.3,225.1,175.8,30.2,0.8,3.4,11.6,4.0,25,15,40,average,7,0.0,5.0,4.73
294541,Scottish Borders Rumbledethumps!,Potato,5.0,15.0,249.0,11.0,6.8,31.0,497.2,31.3,6.0,3.9,9.0,4.0,25,20,45,average,10,0.0,5.0,4.533333333333333
238464,Agua,Beverages,5.0,9.0,110.8,1.6,1.0,6.0,9.9,2.2,0.0,2.0,0.3,1.0,0,2,2,average,2,5.0,5.0,5.0
54942,Cauliflower Custard,Cheese,5.0,5.0,150.6,10.1,5.7,86.3,172.9,8.7,2.8,2.8,8.2,6.0,30,10,40,average,6,4.0,5.0,4.8
7760,Grilled Salmon,High Protein,5.0,16.0,665.8,47.5,12.8,130.3,708.3,14.0,1.0,1.2,43.6,6.0,0,0,10,average,8,0.0,5.0,4.5
233932,Ww Cheese Souffle,European,5.0,5.0,92.5,3.2,1.2,108.8,380.1,7.9,0.2,3.5,7.6,4.0,40,15,55,average,6,0.0,5.0,4.0
183652,Saut&eacute;ed Boneless Pork Chops With Tomato-Sage Pan Sauce,Pork,4.5,9.0,258.6,10.5,3.6,82.7,381.0,3.5,0.8,1.5,30.8,4.0,30,20,50,average,9,0.0,5.0,4.0
23861,Pasta Salad Con Salami,European,4.5,5.0,268.2,26.2,5.3,18.8,453.4,3.6,1.3,0.9,5.8,12.0,20,20,40,average,16,2.0,5.0,4.2
57472,Round Steak In Rich Gravy,Steak,4.0,6.0,544.7,31.0,10.7,138.7,1003.3,12.9,0.7,2.1,50.8,6.0,135,10,145,average,4,2.0,5.0,3.8333333333333335
13105,Yummy Corn,Lunch/Snacks,5.0,9.0,248.4,17.8,10.9,49.4,136.3,21.5,1.9,0.5,4.7,10.0,30,5,35,average,7,5.0,5.0,5.0
182155,Dr. Siegel's Diet Cookies,Dessert,3.5,11.0,93.2,2.8,1.5,21.3,155.3,14.3,1.4,7.9,3.9,24.0,12,15,27,average,10,0.0,5.0,2.1818181818181817
296350,Crusty Grilled Peppercorn Steaks,Steak,5.0,6.0,138.5,9.8,1.6,0.0,4.9,15.0,5.9,0.1,2.4,6.0,10,15,25,average,5,5.0,5.0,5.0
123104,Chicken Bombay (Oamc),Chicken,5.0,38.0,458.8,28.9,10.8,123.8,286.8,24.1,0.5,23.3,26.4,6.0,60,15,75,average,9,0.0,5.0,4.416666666666667
259819,Squash With Apple Cider and Herb Glaze - Stove Top,Vegetable,5.0,5.0,147.0,6.2,3.8,15.3,8.4,24.2,3.1,6.8,1.5,6.0,45,15,60,average,10,0.0,5.0,4.0
76150,Supreme Pizza Pasta Salad,Lunch/Snacks,5.0,8.0,462.1,22.5,7.2,37.1,440.0,46.6,2.7,3.7,17.8,8.0,120,30,150,average,10,4.0,5.0,4.714285714285714
61269,Mean Chef's Asparagus With Orange-Sesame Butter,Vegetable,5.0,9.0,98.9,7.9,3.0,10.2,162.1,6.2,2.5,2.5,3.1,6.0,15,15,30,average,6,4.0,5.0,4.666666666666667
17425,Lemon-ricotta Pancakes,Breakfast,4.0,6.0,216.9,8.2,4.3,126.5,80.5,25.4,0.9,3.9,10.3,4.0,15,8,23,average,10,1.0,5.0,4.0
37754,Halibut With Herb Sauce,Halibut,4.5,6.0,404.6,23.1,3.2,70.3,119.9,1.5,0.2,0.4,46.0,6.0,15,5,20,average,6,4.0,5.0,4.5
196658,Yemenite Rice,Long Grain Rice,5.0,6.0,537.4,14.1,2.3,7.2,352.2,87.1,2.1,5.2,13.5,4.0,30,10,40,average,9,5.0,5.0,5.0
32721,"Whack A Mole, eh?",Spreads,4.5,11.0,185.1,14.9,2.2,0.0,301.6,14.7,8.3,3.1,2.9,4.0,0,15,15,average,8,2.0,5.0,4.454545454545454
372497,Homemade Vanilla Pudding,Dessert,5.0,6.0,153.3,6.6,3.6,91.1,86.8,17.7,0.0,10.1,5.7,5.0,12,5,17,average,7,4.0,5.0,4.833333333333333
302659,Blueberry Coffee Cake,Breads,5.0,10.0,284.5,9.9,5.9,47.8,293.1,44.2,1.5,24.5,5.4,8.0,50,10,60,average,11,0.0,5.0,4.333333333333333
379950,Super Moist Chocolate Spelt Cake,Dessert,4.5,23.0,202.6,8.5,5.2,46.4,418.2,32.3,1.5,28.7,2.4,14.0,35,30,65,average,10,0.0,5.0,3.869565217391304
398514,Katie Couric's Lemon Chicken,Chicken Breast,5.0,10.0,304.1,16.8,5.6,90.8,748.4,7.9,1.0,1.3,29.7,4.0,20,15,35,average,10,4.0,5.0,4.9
117254,My Stuffed Bell Peppers Soup,Low Cholesterol,4.5,7.0,244.8,8.3,3.3,49.1,489.1,23.7,3.9,7.3,19.6,12.0,45,15,60,average,7,0.0,5.0,3.8571428571428568
13083,Green Goddess Salad Dressing,Salad Dressings,5.0,6.0,16.2,1.5,0.8,4.4,33.8,0.4,0.1,0.3,0.4,16.0,0,10,10,average,7,4.0,5.0,4.833333333333333
37782,Lemon Cilantro Rice Pilaf,Rice,4.5,29.0,204.3,3.8,0.5,0.0,152.3,38.3,1.1,0.4,3.5,4.0,20,5,25,average,8,2.0,5.0,4.428571428571429
