RecipeId,Review_Class
107575,average
107577,average
107579,average
107582,average
107583,good
107586,average
107587,average
107588,average
107589,very good
107590,average
107591,average
107592,average
107593,average
107594,average
107595,average
107596,average
107597,average
107598,average
107599,average
107602,average
107603,average
107604,average
107606,average
107608,average
107610,average
107612,average
107614,average
107616,poor
107617,average
107619,average
107621,average
107622,average
107623,good
107624,average
107625,average
107626,average
107628,average
107629,average
107630,average
107633,average
107634,good
107635,average
107636,average
107637,average
107639,average
107641,average
107642,average
107643,average
107644,average
107645,average
107646,average
107647,average
107649,good
107650,average
107652,average
107653,good
107655,average
107656,average
107658,average
107659,average
107660,average
107661,average
107662,good
107663,average
107664,average
107665,good
107666,average
107668,average
107670,average
107671,average
107674,average
107675,average
107676,average
107677,average
107678,average
107680,average
107682,average
107683,average
107684,average
107685,average
107687,average
107688,good
107690,average
107691,average
107692,average
107693,average
107695,average
107696,average
107697,average
107699,average
107700,average
107701,average
107702,good
107706,average
107707,average
107708,average
107709,average
107710,average
107711,average
107712,average
107715,good
107717,average
107720,average
107721,average
107722,average
107723,average
107724,poor
107725,average
107726,average
107728,average
107729,average
107731,good
107734,average
107735,average
107736,average
107739,average
107740,average
107741,average
107742,average
107744,average
107745,average
107747,average
107749,average
107751,average
107752,good
107754,average
107755,average
107756,average
107757,average
107759,average
107760,average
107762,average
107764,average
107765,average
107767,average
107770,average
107771,average
107772,average
107773,average
107774,average
107776,average
107777,average
107778,good
107779,average
107780,average
107781,average
107782,average
107783,average
107784,average
107785,average
107786,average
107788,average
107790,average
107791,average
107792,average
107793,average
107794,average
107796,average
107797,average
107800,average
107801,average
107802,average
107803,average
107804,average
107808,good
107809,average
107810,average
107811,good
107814,good
107815,average
107817,average
107818,average
107820,good
107822,average
107824,average
107825,good
107826,average
107828,average
107831,average
107832,average
107834,average
107835,good
107836,average
107837,average
107839,average
107840,good
107841,average
107843,average
107844,average
107845,average
107846,average
107847,average
107848,average
107850,average
107851,average
107852,average
107853,average
107854,good
107856,average
107857,average
107858,average
107859,average
107860,average
107861,average
107862,good
107863,average
107864,average
107865,average
107867,average
107868,average
107869,average
107870,average
107871,average
107872,average
107875,average
107876,average
107878,average
107879,average
107880,average
107882,average
107883,average
107884,average
107885,average
107886,average
107888,good
107889,average
107890,average
107891,average
107892,good
107893,average
107894,average
107895,average
107896,average
107897,average
107900,average
107902,average
107904,average
107905,average
107907,good
107908,average
107909,good
107910,average
107911,average
107912,average
107914,average
107915,average
107916,average
107917,good
107918,average
107919,average
107920,average
107921,good
107922,average
107924,average
107925,average
107926,average
107927,average
107928,good
107929,good
107930,average
107931,average
107932,good
107933,average
107934,average
107935,average
107936,average
107938,average
107940,average
107941,good
107943,average
107945,average
107947,average
107949,average
107950,good
107951,average
107954,average
107955,average
107956,average
107958,average
107959,average
107960,good
107962,average
107965,average
107966,average
107968,average
107969,average
107971,average
107972,average
107973,average
107974,average
107975,average
107977,average
107978,average
107980,average
107981,average
107982,average
107983,average
107984,average
107985,good
107986,average
107987,average
107988,average
107989,good
107990,average
107992,average
107994,average
107995,average
107996,average
107997,average
107998,average
108000,average
108001,average
108002,average
108003,average
108004,average
108005,average
108007,average
108008,average
108009,average
108010,good
108012,average
108013,average
108018,average
108019,average
108020,average
108021,average
108022,average
108023,average
108024,average
108025,average
108026,average
108029,good
108030,average
108031,average
108032,average
108033,average
108036,average
108037,average
108038,average
108041,average
108042,good
108043,average
108044,average
108045,average
108046,average
108047,average
108048,average
108050,average
108051,average
108052,average
108053,average
108055,good
108056,average
108057,average
108059,average
108060,average
108061,average
108062,average
108063,average
108065,average
108066,average
108068,average
108069,average
108071,average
108072,average
108073,average
108075,average
108077,average
108078,average
108079,average
108080,average
108081,average
108082,average
108083,average
108084,average
108085,average
108087,average
108088,average
108089,average
108090,average
108091,average
108092,average
108093,average
108094,average
108096,good
108100,average
108101,average
108103,good
108104,average
108105,average
108106,average
108107,average
108112,average
108113,average
108115,average
108116,average
108117,average
108118,average
108120,good
108123,average
108124,average
108126,good
108127,average
108128,average
108129,average
108132,average
108134,average
108139,average
108140,average
108141,average
108144,average
108147,average
108148,average
108149,average
108150,average
108151,good
108152,average
108153,average
108155,good
108156,average
108157,average
108158,average
108159,very good
108160,good
108161,average
108162,average
108163,average
108164,average
108165,average
108166,average
108167,average
108168,average
108169,average
108170,average
108171,average
108172,average
108174,average
108175,average
108176,average
108177,average
108178,average
108179,average
108182,average
108183,average
108184,average
108186,average
108191,average
108193,average
108195,average
108196,average
108197,average
108198,average
108199,average
108200,average
108201,average
108203,average
108204,average
108207,average
108208,average
108209,average
108210,average
108214,average
108215,average
108220,average
108221,average
108222,average
108223,average
108225,average
108227,average
108229,average
108231,average
108232,good
108233,average
108234,average
108236,average
108237,average
108238,average
108239,average
108241,average
108243,good
108248,average
108250,good
108251,average
108252,average
108253,average
108254,good
108255,average
108256,average
108259,average
108260,average
108261,average
108262,average
108263,average
108264,good
108265,average
108266,average
108267,average
108268,average
108269,good
108272,average
108273,average
108274,average
108275,average
108276,good
108277,average
108278,average
108280,average
108281,average
108282,average
108283,average
108284,average
108286,average
108288,average
108291,average
108292,good
108293,good
108294,average
108296,average
108297,average
108298,average
108301,average
108302,average
108303,average
108304,average
108305,average
108306,average
108307,average
108308,average
108310,average
108311,average
108312,good
108313,good
108315,average
108316,average
108317,average
108318,average
108319,average
108320,average
108322,average
108323,average
108325,average
108326,average
108328,average
108329,average
108330,average
108331,very good
108332,average
108333,average
108334,average
108335,average
108339,average
108341,average
108342,average
108343,average
108344,average
108346,good
108348,average
108349,average
108350,average
108351,average
108352,average
108353,average
108354,average
108357,very good
108358,average
108359,average
108360,average
108361,average
108362,average
108364,average
108365,average
108366,average
108367,good
108370,average
108371,average
108372,average
108374,average
108375,average
108380,good
108382,average
108383,average
108384,average
108385,average
108387,average
108389,average
108390,average
108392,average
108393,average
108397,average
108399,average
108401,average
108402,average
108403,average
108404,average
108406,good
108407,average
108409,average
108410,average
108411,average
108412,good
108413,average
108414,average
108415,average
108416,average
108417,average
108419,average
108420,good
108422,average
108425,very good
108428,average
108429,good
108430,average
108433,average
108437,average
108440,average
108441,good
108442,average
108443,average
108444,average
108445,average
108447,average
108448,average
108449,average
108450,average
108452,average
108455,average
108456,average
108460,average
108461,average
108462,average
108463,average
108464,average
108465,good
108466,average
108467,average
108468,good
108469,average
108470,average
108471,average
108472,average
108473,average
108474,average
108476,average
108477,average
108478,average
108479,average
108480,average
108481,good
108482,good
108484,average
108486,average
108489,average
108490,average
108491,average
108492,average
108493,average
108494,average
108495,average
108497,average
108498,good
108500,average
108502,average
108504,average
108506,average
108507,average
108509,average
108511,average
108512,average
108513,good
108515,average
108516,average
108517,average
108518,average
108519,average
108520,average
108522,average
108523,average
108524,average
108526,average
108527,average
108528,average
108529,average
108530,average
108531,average
108537,average
108539,average
108542,average
108544,average
108545,good
108546,average
108547,average
108548,average
108550,average
108551,average
108554,average
108555,average
108556,average
108557,average
108558,average
108560,good
108561,average
108562,average
108564,average
108565,average
108567,good
108569,average
108570,average
108571,average
108572,average
108573,average
108574,average
108575,average
108576,average
108578,average
108579,average
108580,average
108582,average
108583,very good
108588,good
108589,good
108590,average
108591,average
108592,average
108593,average
108596,average
108598,average
108599,average
108601,average
108604,good
108605,average
108606,average
108607,average
108608,average
108609,average
108611,average
108612,average
108613,average
108614,good
108615,average
108616,average
108617,good
108619,average
108620,average
108621,average
108622,average
108623,average
108625,average
108628,good
108630,good
108631,average
108632,average
108633,average
108634,average
108635,average
108636,average
108638,average
108639,average
108641,average
108642,average
108643,very good
108644,average
108646,average
108647,average
108649,average
108650,average
108651,average
108652,average
108655,average
108657,average
108658,average
108659,average
108660,average
108661,average
108664,average
108666,average
108667,average
108668,average
108669,average
108670,average
108671,average
108672,good
108673,average
108675,average
108676,average
108677,average
108678,average
108679,very good
108681,average
108682,average
108683,average
108685,average
108688,average
108689,good
108690,good
108691,average
108693,good
108695,average
108697,average
108698,average
108699,average
108700,good
108702,average
108705,average
108706,average
108708,average
108709,average
108710,average
108713,average
108714,average
108715,average
108718,average
108719,average
108720,average
108721,average
108722,average
108723,average
108725,average
108726,average
108728,average
108729,average
108731,average
108732,average
108733,average
108735,average
108736,good
108738,average
108741,good
108742,average
108745,average
108746,average
108748,average
108749,average
108750,average
108751,average
108752,average
108753,good
108754,average
108755,average
108756,average
108757,average
108758,average
108759,average
108760,average
108761,average
108762,average
108764,average
108766,average
108768,average
108769,average
108770,average
108771,average
108772,average
108773,average
108774,good
108775,average
108778,average
108779,average
108780,average
108783,average
108784,average
108785,average
108786,average
108787,average
108790,average
108791,average
108792,good
108793,average
108794,average
108795,average
108797,average
108799,average
108801,average
108802,average
108803,average
108804,average
108805,average
108806,average
108807,average
108808,average
108809,average
108810,average
108811,average
108815,average
108816,average
108817,average
108818,average
108819,average
108821,average
108823,good
108824,average
108825,average
108826,average
108827,good
108828,very good
108830,average
108831,average
108832,average
108834,average
108835,average
108837,average
108840,average
108841,average
108842,average
108843,average
108844,average
108845,average
108846,average
108847,average
108849,average
108851,average
108852,average
108854,average
108856,average
108857,average
108860,good
108862,average
108864,average
108865,average
108867,average
108868,average
108869,good
108871,average
108873,poor
108876,average
108877,average
108878,average
108880,good
108883,average
108886,average
108888,average
108889,average
108890,average
108891,good
108892,average
108893,average
108894,average
108898,average
108901,average
108902,average
108903,average
108905,average
108906,average
108907,average
108908,average
108910,average
108911,very good
108912,good
108913,average
108914,average
108917,average
108918,average
108919,average
108920,average
108922,good
108923,average
108924,good
108925,average
108926,average
108927,average
108929,good
108930,good
108931,average
108932,average
108933,good
108936,average
108937,average
108939,average
108941,average
108942,average
108943,average
108946,average
108947,average
108948,average
108950,average
108951,average
108953,average
108954,average
108955,average
108956,average
108959,average
108961,average
108962,average
108964,average
108965,average
108967,good
108968,average
108970,average
108971,good
108972,average
108974,average
108975,average
108977,good
108978,average
108980,average
108981,average
108982,average
108984,average
108986,average
108987,good
108989,average
108990,good
108991,average
108992,average
108993,average
108995,average
108996,average
108997,average
108999,average
109000,average
109001,average
109002,average
109003,good
109006,average
109007,average
109008,average
109010,average
109012,good
109014,average
109015,average
109017,average
109018,average
109019,good
109020,average
109021,average
109023,average
109024,good
109025,average
109028,average
109029,average
109032,average
109035,average
109036,average
109037,average
109038,good
109039,average
109041,average
109042,average
109045,average
109046,very good
109047,average
109049,average
109051,average
109052,average
109053,average
109055,average
109056,average
109058,average
109059,good
109060,average
109061,average
109062,average
109063,good
109064,average
109066,average
109067,average
109068,average
109069,average
109070,average
109071,good
109072,average
109073,average
109075,good
109077,average
109078,average
109082,average
109083,average
109084,good
109085,average
109088,good
109090,average
109091,average
109092,average
109093,average
109094,average
109095,average
109096,average
109097,average
109098,average
109099,average
109100,average
109102,average
109103,average
109104,average
109105,average
109106,average
109107,good
109108,average
109109,average
109113,average
109114,average
109116,average
109118,average
109122,average
109123,average
109124,average
109125,average
109127,average
109128,average
109129,average
109131,average
109132,average
109133,average
109134,average
109135,average
109136,average
109139,average
109140,average
109143,average
109145,average
109146,average
109148,average
109149,average
109150,good
109151,average
109152,average
109153,average
109156,average
109158,average
109159,average
109162,average
109163,average
109165,average
109167,average
109168,very good
109170,average
109171,average
109173,average
109174,average
109175,average
109177,average
109178,average
109179,average
109181,average
109183,average
109185,good
109187,average
109188,average
109190,average
109191,average
109192,average
109195,average
109196,average
109201,average
109202,average
109203,average
109204,average
109205,average
109206,average
109208,good
109209,average
109211,average
109212,average
109215,average
109217,good
109218,good
109220,average
109222,average
109223,poor
109224,average
109226,average
109228,average
109230,average
109231,average
109232,average
109233,average
109235,average
109236,average
109238,average
109240,average
109244,average
109245,average
109246,average
109247,average
109248,good
109249,good
109251,average
109252,good
109255,average
109258,average
109260,average
109264,average
109267,average
109268,good
109270,average
109271,average
109272,average
109273,average
109275,average
109276,average
109278,average
109281,average
109283,average
109284,average
109285,average
109286,average
109287,average
109288,average
109289,average
109290,average
109294,average
109295,average
109297,average
109298,good
109299,good
109300,average
109301,average
109304,average
109306,average
109307,average
109308,average
109310,average
109311,good
109312,average
109313,average
109314,average
109315,average
109316,very good
109317,average
109318,average
109320,average
109321,good
109322,average
109324,average
109326,average
109327,average
109328,average
109329,average
109330,average
109333,average
109334,average
109335,average
109337,average
109338,average
109340,average
109343,good
109344,average
109347,average
109348,average
109349,poor
109350,average
109351,good
109352,average
109353,good
109354,average
109355,good
109357,good
109358,average
109359,average
109360,average
109361,average
109365,good
109367,average
109368,average
109369,average
109370,good
109371,average
109372,average
109374,average
109375,average
109376,good
109377,good
109379,average
109380,average
109381,average
109382,average
109383,average
109384,average
109385,average
109387,average
109390,average
109391,average
109392,average
109393,average
109394,good
109395,good
109397,average
109398,average
109399,good
109400,average
109401,average
109402,average
109404,average
109405,average
109408,average
109410,average
109411,average
109413,average
109414,good
109416,average
109417,good
109418,average
109419,average
109421,average
109422,average
109423,average
109424,average
109425,average
109426,average
109427,average
109428,average
109429,average
109430,average
109431,average
109432,average
109433,average
109434,good
109435,average
109436,very good
109439,average
109442,good
109443,average
109444,average
109445,average
109446,average
109447,average
109448,average
109449,average
109451,average
109452,average
109453,average
109454,average
109456,good
109457,average
109459,average
109460,average
109464,average
109465,average
109466,average
109467,average
109468,average
109470,average
109471,average
109472,average
109473,average
109474,average
109476,good
109477,average
109478,average
109479,average
109481,average
109482,average
109483,average
109484,average
109485,average
109486,average
109487,average
109488,average
109490,average
109491,average
109492,average
109493,average
109496,average
109497,good
109498,average
109499,average
109500,average
109501,average
109503,average
109504,average
109505,average
109506,average
109507,average
109508,average
109509,average
109510,average
109513,good
109514,average
109516,average
109518,average
109519,average
109520,average
109523,average
109525,average
109527,average
109528,average
109531,good
109532,average
109533,average
109534,average
109536,average
109537,average
109538,average
109539,good
109540,good
109542,average
109544,average
109545,very good
109546,average
109547,average
109548,average
109549,average
109551,average
109552,average
109554,average
109555,average
109556,average
109557,good
109559,average
109561,average
109562,average
109564,average
109566,average
109569,average
109570,average
109571,good
109574,average
109575,average
109576,average
109577,average
109578,average
109581,average
109583,average
109584,good
109585,average
109586,average
109587,average
109588,average
109590,average
109591,average
109593,average
109594,average
109595,good
109597,average
109598,average
109600,average
109601,good
109602,average
109603,average
109606,average
109607,average
109608,average
109609,average
109612,average
109615,average
109616,average
109617,average
109618,average
109619,average
109623,good
109624,average
109626,good
109627,average
109630,average
109633,average
109634,good
109635,average
109637,average
109638,average
109641,average
109642,average
109643,average
109645,good
109646,average
109647,average
109650,average
109652,good
109653,average
109655,average
109656,poor
109657,average
109658,average
109659,average
109661,average
109662,average
109664,average
109665,average
109666,average
109667,average
109668,average
109669,average
109670,average
109671,average
109673,average
109674,average
109675,average
109677,average
109679,average
109680,average
109681,average
109682,average
109683,average
109685,average
109686,average
109690,average
109693,poor
109694,average
109696,good
109697,average
109698,average
109699,average
109700,average
109702,average
109703,average
109704,good
109705,average
109706,average
109707,average
109709,good
109710,average
109711,average
109713,poor
109714,average
109715,average
109716,average
109717,average
109718,average
109721,average
109722,average
109725,good
109727,average
109728,average
109730,average
109731,average
109732,average
109733,average
109734,average
109735,average
109736,very good
109737,average
109738,good
109739,average
109740,average
109741,average
109742,good
109743,average
109744,average
109747,average
109748,average
109749,average
109750,average
109751,average
109752,average
109753,average
109754,good
109755,average
109756,average
109758,average
109759,average
109760,average
109761,average
109762,average
109763,average
109764,average
109766,average
109767,average
109769,average
109770,average
109771,average
109772,average
109773,good
109774,average
109775,average
109776,average
109777,average
109778,good
109780,average
109785,average
109786,average
109787,average
109789,good
109790,average
109791,average
109793,average
109794,good
109796,good
109797,average
109798,average
109799,average
109800,average
109801,average
109802,average
109803,average
109804,average
109805,average
109806,average
109807,average
109808,average
109811,average
109812,average
109814,average
109816,average
109817,average
109818,average
109819,average
109820,average
109821,average
109823,average
109824,average
109825,average
109829,average
109831,average
109833,average
109834,average
109835,average
109836,average
109837,average
109838,average
109839,average
109840,good
109843,average
109845,average
109846,average
109847,good
109848,good
109851,average
109852,average
109853,average
109854,average
109856,average
109857,average
109859,average
109860,average
109861,average
109862,average
109864,average
109865,average
109866,average
109867,average
109868,average
109870,average
109872,average
109873,average
109875,average
109877,average
109880,average
109881,average
109882,average
109883,average
109884,average
109886,average
109888,average
109889,average
109890,average
109891,average
109892,good
109893,average
109894,average
109896,average
109897,average
109898,average
109899,average
109902,average
109905,average
109908,very good
109909,good
109914,average
109917,good
109918,average
109919,average
109921,average
109923,average
109925,average
109926,average
109927,average
109928,average
109930,average
109931,average
109933,good
109934,average
109935,average
109936,average
109938,average
109939,good
109941,average
109943,average
109944,average
109948,average
109949,average
109950,average
109952,average
109953,average
109954,average
109955,average
109956,average
109957,average
109959,average
109960,average
109962,average
109963,average
109964,average
109965,average
109967,average
109969,average
109970,average
109972,good
109974,average
109975,average
109977,average
109978,average
109981,average
109982,good
109983,average
109985,average
109987,average
109988,average
109990,average
109991,average
109993,average
109994,good
109996,average
109998,average
109999,average
110001,average
110002,average
110008,average
110009,average
110011,average
110012,average
110014,average
110016,average
110017,average
110020,average
110021,average
110022,average
110023,good
110024,average
110025,average
110026,average
110027,average
110028,average
110029,average
110030,average
110032,average
110033,average
110034,average
110036,average
110037,average
110039,average
110040,average
110043,average
110045,average
110047,average
110048,good
110050,average
110053,average
110054,average
110056,average
110057,average
110058,average
110059,average
110061,average
110064,average
110065,average
110067,average
110068,good
110069,poor
110070,average
110071,average
110072,average
110076,average
110077,average
110078,average
110079,average
110083,average
110084,average
110085,average
110086,average
110087,average
110088,average
110090,average
110092,average
110093,average
110094,average
110095,average
110097,average
110098,average
110100,average
110103,average
110105,good
110106,average
110107,average
110109,average
110111,average
110112,good
110113,average
110114,average
110115,average
110117,average
110119,average
110120,average
110121,average
110123,average
110125,average
110127,average
110128,average
110130,average
110131,average
110132,average
110133,average
110135,average
110136,average
110138,good
110139,average
110140,average
110141,average
110143,good
110144,average
110148,average
110149,average
110150,average
110151,average
110152,average
110153,average
110154,average
110156,average
110160,average
110161,average
110162,average
110165,average
110167,good
110171,average
110172,very good
110173,average
110175,average
110176,average
110177,average
110178,average
110179,average
110180,average
110183,average
110184,average
110185,good
110187,average
110188,good
110189,average
110190,average
110192,average
110193,average
110194,average
110195,average
110197,average
110198,average
110199,average
110200,average
110201,average
110202,good
110203,average
110204,good
110205,average
110206,average
110208,average
110209,average
110210,average
110211,average
110213,good
110214,average
110215,average
110216,average
110217,average
110218,average
110219,average
110220,good
110221,average
110222,average
110223,average
110224,average
110225,average
110227,average
110229,average
110230,average
110231,average
110232,average
110233,average
110234,average
110235,average
110239,average
110241,average
110242,average
110243,very good
110244,average
110246,average
110248,average
110249,average
110250,average
110251,average
110252,average
110253,average
110255,average
110256,average
110257,average
110258,average
110259,average
110260,average
110262,average
110263,average
110265,average
110266,average
110267,average
110271,average
110272,average
110276,good
110280,average
110284,average
110286,average
110288,average
110289,average
110290,good
110291,average
110292,average
110293,average
110294,average
110295,average
110296,average
110298,average
110299,average
110301,good
110303,average
110305,average
110306,good
110309,average
110311,average
110312,average
110313,average
110314,average
110315,average
110317,average
110318,average
110319,average
110320,average
110322,good
110323,average
110325,average
110326,average
110329,average
110330,average
110331,average
110332,average
110334,average
110335,average
110336,average
110341,average
110342,average
110343,average
110344,average
110345,average
110347,good
110349,good
110350,average
110353,average
110354,good
110355,average
110357,average
110358,good
110359,average
110360,average
110361,average
110362,average
110363,average
110364,average
110365,average
110366,average
110368,average
110369,good
110370,average
110372,average
110374,average
110375,average
110377,average
110378,average
110379,average
110380,average
110381,average
110382,average
110383,average
110385,average
110390,good
110392,average
110396,good
110397,average
110399,average
110401,good
110403,average
110406,average
110407,average
110408,average
110413,average
110414,average
110415,average
110416,average
110417,average
110419,average
110420,average
110421,average
110422,average
110423,average
110424,good
110426,average
110427,average
110428,average
110430,average
110434,average
110435,average
110436,average
110438,average
110439,average
110442,average
110444,good
110447,average
110448,average
110449,average
110452,average
110456,average
110458,average
110461,good
110464,average
110465,average
110466,average
110467,good
110468,average
110469,average
110470,average
110471,average
110474,average
110475,average
110476,average
110477,good
110479,average
110480,average
110481,average
110483,average
110485,average
110486,average
110488,average
110490,average
110491,average
110493,average
110494,average
110496,average
110497,good
110499,average
110500,average
110501,average
110502,good
110503,average
110504,average
110505,average
110506,average
110507,good
110509,average
110510,average
110512,average
110513,average
110514,average
110516,average
110517,good
110519,average
110520,average
110521,average
110527,average
110529,average
110531,average
110532,good
110535,average
110536,average
110537,average
110538,average
110539,good
110540,average
110542,average
110543,average
110544,average
110545,average
110546,average
110547,average
110548,average
110549,good
110554,good
110555,average
110556,average
110557,average
110560,average
110561,average
110563,average
110564,average
110565,average
110566,good
110567,average
110568,average
110569,average
110573,very good
110574,average
110575,average
110576,average
110578,average
110579,average
110580,good
110581,average
110582,average
110583,average
110586,average
110592,very good
110593,average
110594,average
110595,average
110596,average
110600,average
110601,average
110603,average
110604,average
110607,average
110608,average
110609,good
110610,average
110611,average
110612,average
110613,average
110616,average
110617,average
110618,good
110619,average
110620,average
110621,average
110623,average
110624,average
110625,average
110626,average
110627,average
110628,average
110629,average
110630,average
110631,average
110633,average
110634,average
110635,average
110636,average
110640,average
110641,good
110642,good
110643,average
110644,average
110645,average
110646,average
110647,good
110649,average
110650,average
110651,average
110652,good
110653,average
110654,average
110655,average
110656,average
110657,average
110658,good
110659,average
110662,average
110663,very good
110665,average
110666,average
110667,average
110668,average
110669,average
110670,good
110671,average
110672,average
110674,average
110677,good
110679,average
110680,average
110681,average
110682,average
110683,average
110685,average
110686,average
110687,average
110688,average
110689,average
110690,average
110691,average
110692,average
110694,average
110695,very good
110697,average
110700,good
110701,good
110705,average
110707,average
110708,good
110710,average
110713,average
110714,average
110715,average
110716,average
110717,average
110718,average
110719,average
110720,good
110722,average
110723,average
110726,average
110727,average
110729,average
110730,average
110733,average
110734,average
110736,average
110738,average
110739,average
110741,average
110743,average
110744,average
110746,average
110748,average
110749,average
110751,average
110753,average
110754,average
110755,average
110756,average
110759,average
110765,average
110766,average
110767,average
110768,average
110769,average
110770,average
110771,average
110772,average
110776,average
110780,average
110781,average
110782,average
110783,average
110784,average
110785,average
110786,average
110787,average
110790,average
110793,average
110796,average
110798,average
110801,average
110803,average
110804,average
110805,average
110806,average
110807,average
110808,good
110809,average
110811,average
110812,average
110813,average
110815,average
110816,average
110818,average
110819,average
110822,good
110823,average
110825,average
110826,average
110828,good
110829,average
110830,average
110834,average
110835,average
110836,average
110837,average
110838,average
110839,average
110840,good
110841,average
110842,average
110843,average
110844,average
110846,average
110847,average
110848,average
110849,average
110851,average
110854,average
110855,average
110856,average
110857,average
110858,average
110859,good
110860,average
110861,average
110862,average
110863,average
110865,average
110866,average
110868,average
110869,average
110870,average
110871,average
110872,good
110873,average
110874,average
110877,average
110878,average
110881,good
110882,average
110885,average
110887,average
110888,average
110889,average
110890,average
110893,average
110894,average
110897,average
110898,average
110899,average
110900,average
110901,good
110902,average
110903,average
110905,good
110906,good
110907,good
110909,average
110910,average
110911,average
110912,average
110913,average
110916,average
110918,average
110919,average
110920,average
110921,average
110922,average
110923,average
110924,average
110925,average
110927,average
110928,average
110929,average
110930,average
110931,average
110932,average
110934,average
110936,average
110937,average
110938,average
110939,average
110941,average
110942,good
110943,good
110944,average
110945,average
110946,average
110948,average
110949,good
110951,average
110952,average
110954,average
110955,good
110956,average
110959,good
110960,average
110961,average
110962,average
110963,average
110964,average
110965,good
110966,average
110967,average
110968,average
110970,average
110971,average
110972,average
110976,average
110977,average
110980,average
110981,average
110982,good
110983,average
110984,average
110985,average
110986,average
110987,average
110989,good
110990,average
110992,average
110994,average
110995,average
110997,average
110998,average
110999,average
111000,average
111001,good
111002,good
111003,average
111004,average
111005,average
111007,average
111008,average
111009,average
111010,average
111012,average
111013,average
111014,average
111017,average
111018,average
111019,good
111020,average
111021,average
111022,average
111023,average
111024,average
111025,average
111029,average
111031,average
111032,average
111033,average
111034,good
111036,average
111039,average
111041,average
111042,average
111043,average
111044,average
111045,average
111046,average
111047,average
111048,average
111049,average
111052,average
111054,good
111056,average
111057,average
111058,average
111060,average
111061,average
111062,average
111063,average
111064,average
111065,average
111066,average
111067,average
111068,average
111069,average
111070,average
111072,average
111074,average
111076,very good
111079,average
111080,poor
111081,average
111084,average
111085,average
111086,average
111087,average
111088,average
111089,average
111091,good
111092,average
111094,average
111095,average
111097,average
111100,average
111101,average
111102,average
111103,average
111104,average
111105,average
111106,average
111107,average
111109,good
111110,average
111111,average
111113,average
111114,average
111116,average
111117,average
111119,average
111120,average
111122,average
111124,good
111125,average
111126,average
111127,average
111128,average
111129,good
111131,average
111132,average
111133,average
111134,average
111136,average
111137,average
111138,average
111143,average
111144,average
111146,average
111147,average
111149,average
111151,average
111154,average
111156,average
111158,average
111160,average
111161,average
111162,average
111166,average
111167,average
111168,average
111169,average
111170,average
111171,average
111172,average
111173,average
111174,average
111177,average
111179,average
111182,average
111183,good
111184,good
111185,good
111187,average
111188,average
111192,average
111193,good
111195,average
111196,average
111197,average
111198,average
111200,average
111201,good
111202,average
111203,average
111204,good
111205,average
111206,average
111207,average
111209,average
111210,good
111211,average
111212,average
111213,average
111214,average
111215,average
111216,average
111219,average
111220,good
111223,average
111224,average
111225,average
111226,average
111227,average
111229,average
111230,average
111231,average
111232,average
111233,average
111235,average
111240,good
111241,average
111242,average
111243,average
111245,average
111246,average
111247,average
111248,good
111250,average
111252,average
111253,average
111254,average
111255,good
111256,average
111257,average
111261,average
111262,average
111263,average
111264,average
111265,average
111266,average
111268,average
111269,average
111270,average
111271,average
111272,good
111274,average
111275,average
111276,average
111278,average
111280,average
111281,average
111284,poor
111286,average
111288,average
111290,average
111291,average
111293,average
111294,average
111295,good
111297,average
111298,average
111299,average
111301,average
111302,average
111303,average
111306,average
111307,average
111309,average
111311,average
111314,average
111315,average
111316,average
111317,average
111318,average
111320,good
111321,average
111322,average
111323,average
111325,average
111327,average
111330,average
111331,average
111332,average
111333,average
111334,average
111335,average
111336,average
111337,average
111338,average
111339,average
111340,average
111342,average
111343,average
111344,average
111345,average
111347,average
111348,average
111351,average
111352,good
111353,average
111354,good
111356,good
111359,average
111360,average
111361,average
111362,average
111363,average
111364,good
111368,average
111369,average
111370,average
111371,good
111372,average
111373,average
111374,average
111375,average
111376,average
111377,average
111378,average
111379,average
111380,average
111382,average
111385,average
111388,good
111389,average
111392,average
111393,average
111394,average
111395,good
111396,average
111398,average
111399,average
111400,average
111403,average
111404,average
111405,average
111406,average
111407,average
111408,average
111409,poor
111410,average
111411,average
111412,average
111413,average
111414,good
111417,good
111418,average
111420,good
111422,average
111423,average
111426,average
111427,good
111429,average
111432,average
111433,average
111434,average
111436,average
111437,average
111438,average
111440,average
111441,average
111442,average
111443,average
111444,average
111445,average
111447,average
111449,average
111450,average
111451,average
111452,good
111455,average
111456,good
111458,good
111459,average
111460,average
111461,average
111462,average
111463,average
111464,average
111466,average
111467,average
111468,average
111469,average
111470,average
111471,average
111472,average
111473,average
111476,average
111477,average
111478,average
111481,average
111482,average
111483,average
111485,average
111487,average
111490,average
111491,good
111492,average
111493,average
111495,average
111496,average
111497,average
111498,average
111499,average
111500,average
111502,average
111503,average
111504,average
111505,average
111506,average
111507,average
111508,average
111509,average
111510,average
111513,good
111514,average
111515,average
111516,average
111517,average
111519,average
111520,average
111521,good
111522,average
111523,average
111524,average
111525,average
111529,average
111530,average
111531,average
111532,average
111533,average
111535,average
111536,good
111537,average
111538,average
111539,average
111540,average
111541,good
111545,average
111546,average
111547,average
111549,average
111550,average
111551,average
111552,average
111553,average
111554,average
111555,average
111556,good
111557,average
111558,average
111559,average
111561,average
111562,average
111563,average
111564,average
111565,average
111566,average
111567,average
111568,average
111570,average
111571,average
111572,average
111574,average
111575,average
111578,good
